-2.926880745891e+00		 1.022000000000e+03		
-2.944564317809e+00		 1.036000000000e+03		
-2.962730282433e+00		 1.037000000000e+03		
-2.982821177250e+00		 1.041000000000e+03		
-3.000987141873e+00		 1.037000000000e+03		
-3.013333448168e+00		 1.025000000000e+03		
-3.026167321543e+00		 1.026000000000e+03		
-3.036068635191e+00		 1.020000000000e+03		
-3.038562405946e+00		 1.005000000000e+03		
-3.029480420632e+00		 9.820000000000e+02		
-3.015794822234e+00		 9.730000000000e+02		
-3.000565218492e+00		 9.700000000000e+02		
-2.977543249241e+00		 9.550000000000e+02		
-2.953997445474e+00		 9.540000000000e+02		
-2.935665453289e+00		 9.640000000000e+02		
-2.923006549296e+00		 9.750000000000e+02		
-2.921002538598e+00		 9.960000000000e+02		
-2.925977704024e+00		 1.010000000000e+03		
-2.943661275943e+00		 1.036000000000e+03		
-2.973267205759e+00		 1.061000000000e+03		
-3.008030237083e+00		 1.072000000000e+03		
-3.034800620547e+00		 1.055000000000e+03		
-3.057287303369e+00		 1.046000000000e+03		
-3.076897659945e+00		 1.040000000000e+03		
-3.081377530631e+00		 1.009000000000e+03		
-3.079373519932e+00		 9.960000000000e+02		
-3.066201532262e+00		 9.740000000000e+02		
-3.041080924044e+00		 9.510000000000e+02		
-3.009611024157e+00		 9.390000000000e+02		
-2.972249251059e+00		 9.280000000000e+02		
-2.931644223346e+00		 9.220000000000e+02		
-2.902299725172e+00		 9.430000000000e+02		
-2.890665411702e+00		 9.770000000000e+02		
-2.893159182458e+00		 1.005000000000e+03		
-2.907938583579e+00		 1.030000000000e+03		
-2.928509555244e+00		 1.042000000000e+03		
-2.950517997953e+00		 1.045000000000e+03		
-2.982474660824e+00		 1.066000000000e+03		
-3.019564359911e+00		 1.077000000000e+03		
-3.055724690701e+00		 1.075000000000e+03		
-3.089086506723e+00		 1.069000000000e+03		
-3.113005171430e+00		 1.049000000000e+03		
-3.118969456862e+00		 1.012000000000e+03		
-3.111412637957e+00		 9.850000000000e+02		
-3.095151042105e+00		 9.680000000000e+02		
-3.069504394911e+00		 9.500000000000e+02		
-3.033219048493e+00		 9.300000000000e+02		
-2.990984470180e+00		 9.190000000000e+02		
-2.945474770987e+00		 9.130000000000e+02		
-2.908112997889e+00		 9.280000000000e+02		
-2.876643098002e+00		 9.390000000000e+02		
-2.861928692656e+00		 9.710000000000e+02		
-2.857912606808e+00		 9.920000000000e+02		
-2.866832565872e+00		 1.018000000000e+03		
-2.891227647957e+00		 1.050000000000e+03		
-2.918471740599e+00		 1.056000000000e+03		
-2.953234771923e+00		 1.072000000000e+03		
-2.993563723432e+00		 1.084000000000e+03		
-3.041673152302e+00		 1.101000000000e+03		
-3.087506746565e+00		 1.096000000000e+03		
-3.126450015893e+00		 1.081000000000e+03		
-3.153220399357e+00		 1.055000000000e+03		
-3.168485001875e+00		 1.031000000000e+03		
-3.160928182970e+00		 9.850000000000e+02		
-3.138429500004e+00		 9.560000000000e+02		
-3.101606229920e+00		 9.290000000000e+02		
-3.055548585466e+00		 9.120000000000e+02		
-2.991631899711e+00		 8.800000000000e+02		
-2.924866203399e+00		 8.750000000000e+02		
-2.864347039211e+00		 8.860000000000e+02		
-2.817740848350e+00		 9.110000000000e+02		
-2.788396350175e+00		 9.430000000000e+02		
-2.778804940467e+00		 9.810000000000e+02		
-2.785756393051e+00		 1.014000000000e+03		
-2.814418926361e+00		 1.059000000000e+03		
-2.858882030958e+00		 1.093000000000e+03		
-2.915992603003e+00		 1.121000000000e+03		
-2.977985592894e+00		 1.132000000000e+03		
-3.043938128334e+00		 1.141000000000e+03		
-3.106372619357e+00		 1.133000000000e+03		
-3.159902155503e+00		 1.113000000000e+03		
-3.188092322221e+00		 1.058000000000e+03		
-3.193067487648e+00		 1.010000000000e+03		
-3.179381889250e+00		 9.730000000000e+02		
-3.153208649064e+00		 9.490000000000e+02		
-3.113687045394e+00		 9.240000000000e+02		
-3.056542472192e+00		 8.920000000000e+02		
-2.994327433003e+00		 8.830000000000e+02		
